,id,post_id,user_id,rating_percent,rated_at,category,title,genre,mood,username
639,672,861,187,99,2024-06-02 14:08:42,Vible,This will help you in better health and finincal stability,Motivational/Self-Help,"['inspiration', 'hope', 'confidence', 'tranquility']",mridul
640,673,844,187,99,2024-06-02 14:09:42,Vible,We can make the world brighter with Jesus!,Spiritual/Motivational Documentary,"['Peace', 'Hope', 'Determination']",mridul
641,674,822,47,17,2024-06-02 19:13:57,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,Religious/Spiritual,"['serenity', 'hopefulness', 'compassion', 'reassurance', 'contemplation']",BodyByRaaj
642,675,847,47,14,2024-06-02 19:14:15,Vible,Jesus Christ is with you in sadness and grief,Spiritual/Inspirational,"['comfort', 'hope', 'solace', 'renewal']",BodyByRaaj
643,676,177,47,15,2024-06-02 19:14:16,Vible,New alarm clock,Motivational Video,"['Confidence', 'Determination', 'Inspiration', 'Triumph', 'Excitement']",BodyByRaaj
644,677,658,47,14,2024-06-02 19:14:50,Vible,Rule No. 3. Gratitude.  Follow for more.,Motivational/Inspirational,"['Calmness', 'Sincerity', 'Reflectiveness', 'Encouragement']",BodyByRaaj
645,678,979,47,13,2024-06-02 19:14:51,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",BodyByRaaj
646,679,1059,47,85,2024-06-02 19:14:52,Vible,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,Spiritual/Inspirational,"['Hope', 'Trust', 'Comfort']",BodyByRaaj
647,680,779,47,18,2024-06-02 19:14:58,Vible,You really changed these past year what happen?,Inspirational/Reflective,"['thoughtfulness', 'curiosity', 'reflective']",BodyByRaaj
648,681,822,243,20,2024-06-03 09:51:16,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,Religious/Spiritual,"['serenity', 'hopefulness', 'compassion', 'reassurance', 'contemplation']",rastogiyash29
649,682,847,243,15,2024-06-03 09:51:24,Vible,Jesus Christ is with you in sadness and grief,Spiritual/Inspirational,"['comfort', 'hope', 'solace', 'renewal']",rastogiyash29
650,683,167,187,99,2024-06-03 11:23:52,Vible,untitled_video,Spiritual/Religious,"['Reverence', 'Humility', 'Strength', 'Compassion', 'Commitment']",mridul
651,684,365,187,64,2024-06-03 11:24:10,Vible,untitled_video,Visual storytelling / Religious instruction,"['Solemnity', 'Intense focus', 'Caution', 'Visceral fear', 'Protective reassurance']",mridul
652,685,59,187,100,2024-06-03 11:24:23,Vible,push through the pain 🫡,Motivational/Inspirational,"['Urgency', 'Passion', 'Determination']",mridul
653,686,29,187,98,2024-06-03 11:24:31,Vible,How to be disciplined,motivational,"['determination', 'encouragement', 'friendliness', 'seriousness', 'enthusiasm']",mridul
654,688,383,187,99,2024-06-03 11:31:33,Vible,untitled_video,spiritual narrative,"['defeat', 'hope', 'strength', 'reassurance', 'conviction']",mridul
655,689,422,187,99,2024-06-03 11:32:37,Vible,untitled_video,Inspirational narrative video,Unknown,mridul
656,690,773,187,97,2024-06-03 11:32:51,Vible,jesusismylove,Theological narrative,Unknown,mridul
657,691,774,187,98,2024-06-03 11:36:38,Vible,tiktok removed my last vid  -,Inspirational/Reflective,"['Calmness', 'Thoughtfulness', 'Sincerity']",mridul
658,692,775,187,99,2024-06-03 11:37:07,Vible,part 2,Religious Educational,"['Reverence', 'Intrigue', 'Anticipation', 'Fear', 'Bravery']",mridul
659,693,776,187,86,2024-06-03 11:40:40,Vible,King Baldwin IV of Jerusalem. -,Educational/Instructional,"['analytical', 'concerned', 'thoughtful']",mridul
660,694,796,187,99,2024-06-03 11:41:35,Vible,Why Are Good People Hated,Inspirational Speech,"['Passion', 'Determination', 'Inspiration', 'Defiance']",mridul
661,695,817,187,99,2024-06-03 11:43:36,Vible,With God by your side nothing can stop you,Inspirational/Religious,"['Hope', 'Determination', 'Confidence', 'Desperation', 'Calmness']",mridul
662,696,816,187,99,2024-06-03 11:44:49,Vible,The story of prophet Elijah proving who the real God is,Biblical Narrative / Religious Education,"['intensity', 'contemplation', 'tension', 'wonder', 'despair']",mridul
663,697,815,187,99,2024-06-03 11:45:56,Vible,"Matthew 6-24 No man can serve two masters- for either he. will hate the one, and love the other; or else. he will hold to the one, and despise the other. You cannot serve both God and money",Religious Instruction/Spiritual Documentary,Unknown,mridul
664,698,814,187,98,2024-06-03 11:47:13,Vible,In this verse Jesus is saying how many people will talk about how much they follow God but in reality they participate in things that they shouldn’t be doing,Religious/Spiritual Commentary,Unknown,mridul
665,699,813,187,98,2024-06-03 11:47:52,Vible,There is no need to be anxious for tomorrow just do what must be done today and God will make your paths straight,Spiritual/Religious,"['calm', 'compassion', 'empowerment', 'curiosity', 'earnestness']",mridul
666,700,812,187,99,2024-06-03 11:48:28,Vible,The story of St. Peter and the upside down cross,Historical Narrative,"['reverence', 'seriousness', 'compassion', 'engagement']",mridul
667,701,811,187,98,2024-06-03 11:48:42,Vible,Goliath thought he had already won as soon as he saw David and laughed at him,Educational/Biblical Commentary,"['Curiosity', 'Engagement', 'Contemplation', 'Hope', 'Resolution']",mridul
668,703,798,187,99,2024-06-03 11:50:46,Vible,The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,Spiritual/Reflective Documentary,"['reverence', 'sincerity', 'warmth', 'confident']",mridul
669,704,797,187,99,2024-06-03 11:54:26,Vible,The Most Tragic Story Of Lust,"Drama, Religious Narrative","['Vulnerability', 'Guilt', 'Regret', 'Moral anxiety']",mridul
670,705,788,187,99,2024-06-03 11:55:03,Vible,Prayer before bed,Spiritual/Relaxation,"['calmness', 'serenity', 'reflection', 'comfort', 'nurturing']",mridul
671,706,790,187,99,2024-06-03 11:57:04,Vible,5 Bible Verses To Invite The Presence Of God,Religious/Spiritual,Unknown,mridul
672,707,789,187,99,2024-06-03 12:05:38,Vible,jesus..is..my..hero,"Educational, Technology","['frustration', 'helpfulness', 'apology']",mridul
673,708,698,187,99,2024-06-03 12:05:50,Vible,Gain the whole world,spiritual documentary,Unknown,mridul
674,709,697,187,99,2024-06-03 12:06:38,Vible,I am strong enough to save you,emotional narrative,Unknown,mridul
675,710,696,187,91,2024-06-03 12:09:32,Vible,I am with you,Spiritual/Inspirational,"['compassion', 'calmness', 'encouragement', 'confidence', 'warmth']",mridul
676,711,695,187,77,2024-06-03 12:12:20,Vible,repost of the collab with better quality and some improvements - ib-,Artistic/Musical Narrative,Unknown,mridul
677,712,694,187,99,2024-06-03 12:15:36,Vible,Teacher the greatest commendent to the loard,Religious Education,Unknown,mridul
678,713,693,187,98,2024-06-03 12:16:14,Vible,reject paganism -,Children's Entertainment/Interactive Video,Unknown,mridul
679,714,692,187,98,2024-06-03 12:16:20,Vible,Lord is near to the broken heart,Spiritual/Religious,"['longing', 'despair', 'hope', 'compassion', 'warmth', 'understanding']",mridul
680,715,691,187,100,2024-06-03 12:16:46,Vible,SKY -,Artistic/Experimental Narrative,"['tranquility', 'calmness', 'urgency', 'confidence', 'hope']",mridul
681,716,652,187,98,2024-06-03 12:16:52,Vible,Understand one thing about these people.,Thought-Provoking Short Film,Unknown,mridul
682,717,549,243,25,2024-06-03 13:54:38,Vible,untitled_video,Narrative/Inspirational,"['contemplative', 'determined', 'tense', 'reflective', 'empowered']",rastogiyash29
683,718,177,243,32,2024-06-03 13:54:39,Vible,New alarm clock,Motivational Video,"['Confidence', 'Determination', 'Inspiration', 'Triumph', 'Excitement']",rastogiyash29
684,719,56,243,41,2024-06-03 13:54:44,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",rastogiyash29
685,720,151,243,83,2024-06-03 13:55:09,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",rastogiyash29
686,721,84,243,97,2024-06-03 13:55:15,Vible,Just focus on today.,Mindfulness and self-help,"['calm', 'reassurance', 'thoughtfulness', 'serenity']",rastogiyash29
687,722,363,243,99,2024-06-03 13:55:20,Vible,untitled_video,dramatic art presentation,"['solemnity', 'introspection', 'determination', 'defiance', 'resolve']",rastogiyash29
688,723,774,9,30,2024-06-04 08:27:30,Vible,tiktok removed my last vid  -,Inspirational/Reflective,"['Calmness', 'Thoughtfulness', 'Sincerity']",mike
689,724,773,9,25,2024-06-04 08:27:36,Vible,jesusismylove,Theological narrative,Unknown,mike
690,725,813,9,27,2024-06-04 08:27:37,Vible,There is no need to be anxious for tomorrow just do what must be done today and God will make your paths straight,Spiritual/Religious,"['calm', 'compassion', 'empowerment', 'curiosity', 'earnestness']",mike
691,726,814,9,26,2024-06-04 08:27:39,Vible,In this verse Jesus is saying how many people will talk about how much they follow God but in reality they participate in things that they shouldn’t be doing,Religious/Spiritual Commentary,Unknown,mike
692,727,796,9,69,2024-06-04 08:33:43,Vible,Why Are Good People Hated,Inspirational Speech,"['Passion', 'Determination', 'Inspiration', 'Defiance']",mike
693,728,797,9,81,2024-06-04 08:33:44,Vible,The Most Tragic Story Of Lust,"Drama, Religious Narrative","['Vulnerability', 'Guilt', 'Regret', 'Moral anxiety']",mike
694,729,811,9,18,2024-06-04 08:48:56,Vible,Goliath thought he had already won as soon as he saw David and laughed at him,Educational/Biblical Commentary,"['Curiosity', 'Engagement', 'Contemplation', 'Hope', 'Resolution']",mike
695,730,692,9,22,2024-06-04 08:49:00,Vible,Lord is near to the broken heart,Spiritual/Religious,"['longing', 'despair', 'hope', 'compassion', 'warmth', 'understanding']",mike
696,731,652,9,34,2024-06-04 08:49:17,Vible,Understand one thing about these people.,Thought-Provoking Short Film,Unknown,mike
697,732,33,9,63,2024-06-04 15:34:38,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",mike
698,733,36,152,14,2024-06-04 16:11:27,Vible,Knowledge will liberate you,motivational speaking,"['confidence', 'introspection', 'seriousness', 'conviction']",Dev
699,734,173,5,26,2024-06-06 11:25:36,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",kinha
700,735,779,5,9,2024-06-06 11:25:44,Vible,You really changed these past year what happen?,Inspirational/Reflective,"['thoughtfulness', 'curiosity', 'reflective']",kinha
701,736,1059,5,22,2024-06-06 11:25:56,Vible,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,Spiritual/Inspirational,"['Hope', 'Trust', 'Comfort']",kinha
702,737,942,18,74,2024-06-06 16:41:36,Vible,This story shows us that we should never be judging other peoples sons when we are selves are the worst of sinners,Documentary/Religious Narrative,"['Somberness', 'Authority', 'Compassion', 'Reflection']",jack
703,738,163,18,31,2024-06-06 16:41:38,Vible,untitled_video,philosophical/spiritual exploration,"['hope', 'anguish', 'sympathy', 'transformation']",jack
704,739,426,18,65,2024-06-06 16:41:43,Vible,untitled_video,Motivational,"['Intensity', 'Resolve', 'Defiance']",jack
705,740,821,18,63,2024-06-06 16:41:51,Vible,This I believe - Hillsong Can I get an Amen,Worship Music/Performance,Unknown,jack
706,741,724,152,8,2024-06-08 08:52:42,Vible,follow my insta- tiktoknaohk -,artistic narrative,"['sorrow', 'contemplation', 'conflict', 'introspection', 'vulnerability']",Dev
707,742,43,152,8,2024-06-08 08:52:43,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",Dev
708,743,150,152,11,2024-06-09 02:16:02,Vible,untitled_video,Motivational/Inspirational,"['Determination', 'Introspection', 'Resilience', 'Struggle', 'Moral Dilemma']",Dev
709,744,161,289,18,2024-06-11 06:54:13,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",rx67j9r86b_06f4i7c6l
710,745,143,289,17,2024-06-11 06:54:14,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",rx67j9r86b_06f4i7c6l
711,746,151,289,24,2024-06-11 06:54:47,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",rx67j9r86b_06f4i7c6l
712,747,33,289,25,2024-06-11 06:54:48,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",rx67j9r86b_06f4i7c6l
713,748,415,289,22,2024-06-11 06:54:49,Vible,untitled_video,Spiritual/Religious,"['compassion', 'strength', 'wisdom', 'invitation', 'hope']",rx67j9r86b_06f4i7c6l
714,749,540,289,21,2024-06-11 06:54:50,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",rx67j9r86b_06f4i7c6l
715,750,86,289,25,2024-06-11 06:54:55,Vible,Revolutionizing Men's Mental Health: Your $0.99 Matters,Documentary/Advocacy,"['Urgency', 'Despair', 'Empathy', 'Concern', 'Vulnerability']",rx67j9r86b_06f4i7c6l
716,751,512,289,31,2024-06-11 06:54:57,Vible,untitled_video,Spiritual/Inspirational,"['Serenity', 'Confidence', 'Inner strength', 'Vulnerability', 'Compassion']",rx67j9r86b_06f4i7c6l
717,752,540,152,14,2024-06-13 02:14:42,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",Dev
718,753,150,5,16,2024-06-14 06:53:55,Vible,untitled_video,Motivational/Inspirational,"['Determination', 'Introspection', 'Resilience', 'Struggle', 'Moral Dilemma']",kinha
719,754,841,152,16,2024-06-15 08:05:02,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,Dev
720,755,44,152,7,2024-06-15 08:05:06,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",Dev
721,756,811,18,19,2024-06-17 09:23:43,Vible,Goliath thought he had already won as soon as he saw David and laughed at him,Educational/Biblical Commentary,"['Curiosity', 'Engagement', 'Contemplation', 'Hope', 'Resolution']",jack
722,757,44,18,26,2024-06-17 09:26:54,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",jack
723,758,847,18,86,2024-06-17 09:27:20,Vible,Jesus Christ is with you in sadness and grief,Spiritual/Inspirational,"['comfort', 'hope', 'solace', 'renewal']",jack
724,759,822,18,42,2024-06-17 09:27:22,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,Religious/Spiritual,"['serenity', 'hopefulness', 'compassion', 'reassurance', 'contemplation']",jack
725,760,33,345,10,2024-06-17 16:16:07,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",shashwat_06f1l5c7i
726,761,159,353,18,2024-06-17 16:22:28,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",nishanth_04l5c8i1f
727,762,560,353,14,2024-06-17 16:22:29,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",nishanth_04l5c8i1f
728,763,161,353,13,2024-06-17 16:22:31,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",nishanth_04l5c8i1f
729,764,159,355,14,2024-06-17 16:26:20,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",shivam_05c2i5f0l
730,765,560,355,21,2024-06-17 16:26:21,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",shivam_05c2i5f0l
731,766,161,355,21,2024-06-17 16:26:25,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",shivam_05c2i5f0l
732,767,143,355,25,2024-06-17 16:26:27,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",shivam_05c2i5f0l
733,768,151,355,25,2024-06-17 16:26:30,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",shivam_05c2i5f0l
734,769,33,355,25,2024-06-17 16:26:31,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",shivam_05c2i5f0l
735,770,415,355,27,2024-06-17 16:26:46,Vible,untitled_video,Spiritual/Religious,"['compassion', 'strength', 'wisdom', 'invitation', 'hope']",shivam_05c2i5f0l
736,771,33,358,24,2024-06-17 16:27:05,Vible,Enough is enough,motivational narrative,"['urgency', 'seriousness', 'contemplative', 'motivational', 'inspirational']",gopi77
737,772,415,358,22,2024-06-17 16:27:09,Vible,untitled_video,Spiritual/Religious,"['compassion', 'strength', 'wisdom', 'invitation', 'hope']",gopi77
738,773,159,359,11,2024-06-17 16:27:58,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",rabi
739,774,161,359,8,2024-06-17 16:27:59,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",rabi
740,775,560,359,13,2024-06-17 16:27:59,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",rabi
741,776,44,348,21,2024-06-17 16:35:34,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",chandra_04c7i6l7f
742,777,173,348,21,2024-06-17 16:35:44,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",chandra_04c7i6l7f
743,778,13,348,21,2024-06-17 16:35:46,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",chandra_04c7i6l7f
744,779,44,361,18,2024-06-17 16:35:57,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",Test1
745,780,13,361,10,2024-06-17 16:36:45,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",Test1
746,781,159,368,84,2024-06-17 16:49:28,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",ajay_09l9f7c3i
747,782,560,368,35,2024-06-17 16:49:40,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",ajay_09l9f7c3i
748,783,161,368,19,2024-06-17 16:49:41,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",ajay_09l9f7c3i
749,784,143,368,19,2024-06-17 16:49:42,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",ajay_09l9f7c3i
750,785,159,370,16,2024-06-17 16:50:06,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",harshsingh67
751,786,560,370,72,2024-06-17 16:50:10,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",harshsingh67
752,787,159,372,19,2024-06-17 16:53:43,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",eyekiller_06f4c7i3l
753,788,560,372,20,2024-06-17 16:53:45,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",eyekiller_06f4c7i3l
754,789,161,372,17,2024-06-17 16:53:46,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",eyekiller_06f4c7i3l
755,790,143,372,18,2024-06-17 16:53:48,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",eyekiller_06f4c7i3l
756,791,151,372,14,2024-06-17 16:53:50,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",eyekiller_06f4c7i3l
757,792,44,366,9,2024-06-17 17:16:08,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",sarita_00i7c9f7l
758,793,173,366,10,2024-06-17 17:19:34,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",sarita_00i7c9f7l
759,794,44,359,13,2024-06-17 18:24:13,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",rabi
760,795,13,359,8,2024-06-17 18:24:15,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",rabi
761,796,173,359,8,2024-06-17 18:24:16,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",rabi
762,797,159,388,20,2024-06-17 19:51:33,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",john_04f5c8l5i
763,798,560,388,18,2024-06-17 19:51:34,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",john_04f5c8l5i
764,799,161,388,79,2024-06-17 19:51:38,Vible,untitled_video,dramatic narrative,"['urgency', 'introspection', 'confrontation', 'determination']",john_04f5c8l5i
765,800,143,388,16,2024-06-17 19:51:42,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",john_04f5c8l5i
766,801,151,388,15,2024-06-17 19:51:45,Vible,untitled_video,Motivational,"['Contemplation', 'Determination', 'Empowerment', 'Confidence', 'Urgency']",john_04f5c8l5i
767,802,44,345,3,2024-06-17 20:20:42,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",shashwat_06f1l5c7i
768,803,13,345,2,2024-06-17 20:20:47,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",shashwat_06f1l5c7i
769,804,143,152,11,2024-06-18 01:55:04,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",Dev
770,806,841,351,22,2024-06-18 05:27:06,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,dhruv
771,807,43,351,17,2024-06-18 05:27:12,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",dhruv
772,808,44,351,14,2024-06-18 05:27:25,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",dhruv
773,809,13,351,74,2024-06-18 05:27:29,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",dhruv
774,810,159,411,26,2024-06-18 06:08:40,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",sumit_06i5f8l0c
775,811,560,411,17,2024-06-18 06:08:55,Vible,untitled_video,Inspirational visual narrative,"['empowerment', 'reflection', 'hope']",sumit_06i5f8l0c
776,812,549,346,19,2024-06-18 07:25:13,Vible,untitled_video,Narrative/Inspirational,"['contemplative', 'determined', 'tense', 'reflective', 'empowered']",nicksuper233
777,813,979,346,19,2024-06-18 07:29:42,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",nicksuper233
778,814,56,346,30,2024-06-18 07:29:43,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",nicksuper233
779,815,159,418,14,2024-06-18 07:35:12,Vible,untitled_video,Inspirational short film,"['determination', 'reflection', 'hopefulness']",muhammad_02l1c1i8f
780,816,13,401,16,2024-06-18 07:48:50,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",mojito_09i6l1f3c
781,817,549,401,21,2024-06-18 07:48:51,Vible,untitled_video,Narrative/Inspirational,"['contemplative', 'determined', 'tense', 'reflective', 'empowered']",mojito_09i6l1f3c
782,818,44,389,12,2024-06-18 07:56:41,Vible,escape the matrix,Inspirational/Documentary,"['isolation', 'anxiety', 'strength', 'hope', 'empowerment']",prince_06l3c9i8f
783,819,173,389,18,2024-06-18 07:57:23,Vible,untitled_video,motivational/spiritual narrative,"['determination', 'urgency', 'conviction', 'hope', 'courage']",prince_06l3c9i8f
784,820,13,389,22,2024-06-18 07:57:38,Vible,Transcending Singularity,Philosophical Exploration,"['Wonder', 'Intensity', 'Compassion', 'Engagement', 'Contemplation']",prince_06l3c9i8f
785,821,549,389,10,2024-06-18 08:54:06,Vible,untitled_video,Narrative/Inspirational,"['contemplative', 'determined', 'tense', 'reflective', 'empowered']",prince_06l3c9i8f
786,822,979,389,8,2024-06-18 08:54:16,Vible,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,spiritual narrative/documentary,"['calmness', 'empathy', 'reassurance', 'hope']",prince_06l3c9i8f
787,823,43,389,13,2024-06-18 08:54:23,Vible,why are you here?,Artistic Commentary,"['contemplative', 'thoughtful', 'resolved', 'reflective', 'inspiring']",prince_06l3c9i8f
788,824,1059,389,13,2024-06-18 08:54:24,Vible,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,Spiritual/Inspirational,"['Hope', 'Trust', 'Comfort']",prince_06l3c9i8f
789,825,150,389,10,2024-06-18 08:54:27,Vible,untitled_video,Motivational/Inspirational,"['Determination', 'Introspection', 'Resilience', 'Struggle', 'Moral Dilemma']",prince_06l3c9i8f
790,826,177,389,79,2024-06-18 08:54:45,Vible,New alarm clock,Motivational Video,"['Confidence', 'Determination', 'Inspiration', 'Triumph', 'Excitement']",prince_06l3c9i8f
791,827,658,389,68,2024-06-18 08:54:53,Vible,Rule No. 3. Gratitude.  Follow for more.,Motivational/Inspirational,"['Calmness', 'Sincerity', 'Reflectiveness', 'Encouragement']",prince_06l3c9i8f
792,829,1006,389,18,2024-06-18 08:54:56,Vible,Jesus  - Inspired by goddslovee,emotional narrative,"['warmth', 'solitude', 'joy', 'compassion']",prince_06l3c9i8f
793,830,31,389,11,2024-06-18 08:55:14,Vible,Don't laugh,Motivational Speech,"['seriousness', 'concern', 'warmth', 'earnestness', 'light-heartedness']",prince_06l3c9i8f
794,831,56,389,8,2024-06-18 08:55:18,Vible,keep on fighting!! 😤,motivational,"['determination', 'anger', 'intensity', 'resolve', 'passion']",prince_06l3c9i8f
795,832,779,389,15,2024-06-18 08:55:32,Vible,You really changed these past year what happen?,Inspirational/Reflective,"['thoughtfulness', 'curiosity', 'reflective']",prince_06l3c9i8f
796,833,1063,389,18,2024-06-18 08:55:33,Vible,you'll never be alone_ @Grace__Galore _ Jesus english song status,motivational/spiritual guidance,"['warmth', 'reassurance', 'nurturing', 'safety', 'hope']",prince_06l3c9i8f
797,834,724,389,20,2024-06-18 08:55:38,Vible,follow my insta- tiktoknaohk -,artistic narrative,"['sorrow', 'contemplation', 'conflict', 'introspection', 'vulnerability']",prince_06l3c9i8f
798,835,841,389,12,2024-06-18 08:55:39,Vible,"Dear Jesus Christ, please keep me safe",Spiritual/Religious,Unknown,prince_06l3c9i8f
799,836,540,389,18,2024-06-18 08:55:42,Vible,untitled_video,Religious/Spiritual,"['Solemnity', 'Warmth', 'Inviting Peace']",prince_06l3c9i8f
800,837,143,389,17,2024-06-18 08:55:44,Vible,untitled_video,Inspirational/Reflective,"['Optimism', 'Nostalgia', 'Contemplation', 'Gravity', 'Joy', 'Acceptance']",prince_06l3c9i8f
801,838,38,389,8,2024-06-18 08:55:45,Vible,meditate🧘‍♂️,Inspirational Self-Help,"['Confidence', 'Tranquility', 'Optimism', 'Empowerment']",prince_06l3c9i8f
802,839,767,389,21,2024-06-18 08:56:28,Vible,brazilian 🗣,motivational speech,Unknown,prince_06l3c9i8f
803,841,770,389,22,2024-06-18 08:56:40,Vible,lucifer or LOSEfer,Dramatic Visual Narrative,Unknown,prince_06l3c9i8f
